FID;uuid;identifier;createdBy;createdAt0;modifiedBy;modifiedA0;MoundID;Type;Source;Descripti0;LanduseAr0;LanduseOn0;Prominence;Latitude;Longitude;Northing;Easting;Accuracy;HandheldG0;Elevation;FacingDir0;Notes;Photo;HeightMax;DiameterMax;HeightMin;DiameterMin;OtherDime0;Diameter_1;OtherDim_1;ShapeNotes;Associate0;SurfaceMa0;SampleCol0;Chronolog0;Associate1;Condition;Principal0;OtherSour0;Archaeolo0;MostRecen0;MostRecen1;RTDescrip0;CommentsA0;CRMPhotos;FID_1;uuid_1;identifi_1;createdB_1;createdA_1;modified_1;modified_2;ID;FeatureAu0;FeatureTi0;Latitude_1;Longitud_1;Northing_1;Easting_1;Accuracy_1;FeatureTy0;MapSymbol;Source_1;Note;GC;DateCompl0;Descript_1;Classific0;OtherDesc0;Picture;Mound_ID;Precision;x_proj;y_proj
118;1.000.011.505.200.000.000.000.000.000.000.000;8332;Adela Sobotkova;2017-09-12 06:04:04.854 GMT;Adela Sobotkova;2017-09-12 06:04:04 GMT;8332;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Hilltop;42.352.254.735.199.900;26.246.322.425.599.900;4.689.162.913.999.990.000.000;437.927.475.183.677;3.0;31; ;Northwest;#141-142;files/app/d0d8270e-4273-464c-9367-8e5d096cc9b0_image-1505196244166.original.jpg;0;15; ; ; ;0.000000000000000;0.000000000000000; ; ;none;No; ; ;5 - extinct or near extinct;Agriculture; ;5- none or nearly none;Agriculture;Last week; ; ; ;1471;1,00E+18;202779;Stephanie Black;2017-09-21 12:45:06.107 GMT;Stephanie Black;2017-09-21 12:45:06 GMT;202779;Stephanie Black;2017-09-21 15:44:50+03:00;423.516.672.224.734;262.464.261.788.978;468.909.760.304.063;437.935.442.252.592; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;8332;100;262.462.997;423.522.987
119;1.000.011.505.200.000.000.000.000.000.000.000;8333;Adela Sobotkova;2017-09-12 06:14:44.818 GMT;Adela Sobotkova;2017-09-12 06:14:44 GMT;8333;Extinct Burial Mound;Legacy verification;mound not discernible but soilmark and pottery on the surface;Annual agriculture;Annual agriculture;Hilltop;42.352.420.329.799.900;26.246.588.712.800.000;4.689.181.106.999.990.000.000;437.949.569.485.157;3.0;32; ;North; ;files/app/15d00625-059f-4ba8-a616-7bfe010614fa_image-1505196884113.original.jpg;0;0; ; ; ;0.000000000000000;0.000000000000000; ;Loose artefacts;amphora handle, other thick walled fw,;Yes; ;files/app/6b226cb5-812a-4507-911d-dcb87e1016d0_image-1505197026458.original.jpg;5 - extinct or near extinct;Agriculture; ;5- none or nearly none;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Mound;Hairy brown circle; ; ; ; ; ; ; ; ;8333;120;262.465.992;423.524.017
120;1.000.011.505.200.000.000.000.000.000.000.000;8334;Adela Sobotkova;2017-09-12 06:30:25.160 GMT;Adela Sobotkova;2017-09-12 06:30:25 GMT;8334;Extinct Burial Mound;Survey;soilmark ashy loose soil with rocks;Annual agriculture;Annual agriculture;Hilltop;42.352.503.040.300.000;26.246.793.197.900.000;4.689.190.142.000.000.000.000;437.966.492.166.047;6.0;33; ;Northeast;#145;files/app/dc0c6bb5-5d41-4690-8511-f784a29971cd_image-1505198009319.original.jpg;0;7; ;4; ;0.000000000000000;0.000000000000000; ; ;lots of field stones, some red uncharacteristic pottery;No; ; ;5 - extinct or near extinct;Agriculture; ;5- none or nearly none;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;262.467.995;423.525.009
121;1.000.011.505.200.000.000.000.000.000.000.000;8335;Adela Sobotkova;2017-09-12 06:39:13.812 GMT;Adela Sobotkova;2017-09-12 06:39:13 GMT;8335;Burial Mound;Legacy verification;lovely large mound with yellow brown dry soil on top;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.353.957.342.500.000;26.247.823.650.400.000;4.689.350.871.000.000.000.000;43.805.278.813.816;3.0;0; ;East;146-147;files/app/8bfee81b-fb91-4de5-b38c-3f3603cb00c5_image-1505198500729.original.jpg;0;40; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;1463;1,00E+18;202776;Stephanie Black;2017-09-21 12:43:20.432 GMT;Stephanie Black;2017-09-21 12:43:20 GMT;202776;Stephanie Black;2017-09-21 15:43:11+03:00;423.536.073.178.381;262.478.293.396.433;468.931.200.157.599;438.052.912.929.796; ;Mound;Hairy brown circle;TopomapRU 1:50k;4;Y;21-09-2017; ; ; ; ;8335;top;262.478.008;423.540.001
122;1.000.011.505.200.000.000.000.000.000.000.000;8336;Adela Sobotkova;2017-09-12 06:49:35.947 GMT;Adela Sobotkova;2017-09-12 06:49:35 GMT;8336;Burial Mound;Legacy verification; ;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.354.267.090.299.900;26.248.561.765.800.000;4.689.384.727.000.000.000.000;438.113.881.561.346;3.0;36; ;Northeast;#148-149;files/app/c49d372a-b946-4514-adab-d62a1f48ce41_image-1505198990879.original.jpg;0;20; ;18; ;0.000000000000000;0.000000000000000; ;Loose artefacts;AC, some pottery;Yes; ;files/app/426d11fc-65ac-4be5-8d7b-e9a4608158ae_image-1505199137992.original.jpg;4 - seriously damaged;Agriculture; ;5- none or nearly none;Agriculture;Last month; ; ; ;1461;1,00E+18;202775;Stephanie Black;2017-09-21 12:43:01.759 GMT;Stephanie Black;2017-09-21 12:43:01 GMT;202775;Stephanie Black;2017-09-21 15:42:48+03:00;423.541.448.828.003;262.482.529.948.189;468.937.138.245.547;438.088.332.053.959; ;Mound;Hairy brown circle;TopomapRU 1:50k;4;Y;21-09-2017; ; ; ; ;8336; top;262.486.000;423.543.015
123;1.000.011.505.200.000.000.000.000.000.000.000;8337;Adela Sobotkova;2017-09-12 06:58:18.632 GMT;Adela Sobotkova;2017-09-12 06:58:18 GMT;8337;Uncertain Mound;Survey;not in the map, uncertain terrain wave with pottery and a light brown soilmark, very sprawling mound? embankment?;Annual agriculture;Annual agriculture;Valley Bottom or Plain;42.354.649.497.099.900;26.248.511.796.999.900;4.689.427.224.999.990.000.000;438.110.141.494.292;3.0;37; ;North;#150, 152;files/app/b1a5b4a2-5f9e-4133-b3a8-8a5dde864026_image-1505199497876.original.jpg;0;40; ; ; ;0.000000000000000;0.000000000000000; ;Artefact scatter;low density scatter of fineware all over;Yes;Roman;files/app/7394b5f0-606f-4829-95e2-7d77cccd8fa2_image-1505199729402.original.jpg;5 - extinct or near extinct;Agriculture; ;4 - minimal;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;262.485.008;423.545.990
124;1.000.011.505.280.000.000.000.000.000.000.000;8345;Adela Sobotkova;2017-09-13 05:40:09.711 GMT;Adela Sobotkova;2017-09-13 05:40:09 GMT;8345;Extinct Burial Mound;Legacy verification;excavated BA mound over the quarry;Other (explain in notes);Other (explain in notes);Hilltop;42.514.170.353.399.900;26.570.722.751.600.000;4.706.955.810.999.990.000.000;464.735.885.096.944;3.0;45; ;Southeast; ;files/app/ef76c5ce-6955-422b-a106-bc3a6f9e621e_image-1505281273820.original.jpg;0;0; ; ; ;0.000000000000000;0.000000000000000; ; ;was Bronze age;No; ; ;5 - extinct or near extinct;Excavation; ;Other;Infrastructure;Unknown; ; ; ;1458;1,00E+18;203523;Samuel Riley;2017-09-21 12:42:31.152 GMT;Samuel Riley;2017-09-21 12:42:31 GMT;203523;Samuel Riley;2017-09-21 15:42:18+03:00;425.141.197.549.716;265.710.522.247.444;47.069.500.557.056;464.762.922.159.637; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;8345;25;265.706.997;425.141.983
125;1.000.011.505.280.000.000.000.000.000.000.000;8346;Adela Sobotkova;2017-09-13 05:51:03.019 GMT;Adela Sobotkova;2017-09-13 05:51:03 GMT;8346;Burial Mound;Survey;was 9224 in 2019;Pasture (grassland);Pasture (grassland);Hilltop;42.514.135.667.500.000;26.566.637.825.800.000;4.706.953.667.000.000.000.000;46.440.029.780.946;3.0;46; ;North;#202;files/app/d83a4d15-2071-4a4c-a117-6c15c398dbe1_image-1505281872446.original.jpg;1;21; ;16; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Post-depositional;looting;1 - full;None;None;[01, crescent,2,1,0.5,old overgrown]; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;265.666.008;425.140.991
126;1.000.011.505.280.000.000.000.000.000.000.000;8347;Adela Sobotkova;2017-09-13 06:00:56.057 GMT;Adela Sobotkova;2017-09-13 06:00:56 GMT;8347;Burial Mound;Legacy verification;was 9225;Pasture (grassland);Pasture (grassland);Hilltop;42.514.312.291.400.000;26.566.593.734.500.000;4.706.973.297.000.000.000.000;464.396.776.063.251;3.0;47; ;North; ;files/app/d9defc0a-a23d-4a32-a87a-dc43dca60335_image-1505282459720.original.jpg;0;17; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;1 - pristine;Post-depositional; ;1 - full;Topographic or post-depositional;Unknown; ; ; ;1450;1,00E+18;203521;Samuel Riley;2017-09-21 12:41:14.099 GMT;Samuel Riley;2017-09-21 12:41:14 GMT;203521;Samuel Riley;2017-09-21 15:41:03+03:00;425.144.720.578.044;265.663.613.920.447;470.699.113.532.358;464.377.780.424.136; ;Mound;Hairy brown circle;TopomapRU 1:50k;1;Y;21-09-2017; ; ; ; ;8347;10;265.666.008;425.143.013
127;1.000.011.505.280.000.000.000.000.000.000.000;8348;Adela Sobotkova;2017-09-13 06:07:23.282 GMT;Adela Sobotkova;2017-09-13 06:14:17 GMT;8348;Burial Mound;Survey;was 9223;Pasture (grassland);Pasture (grassland);Hilltop;42.514.004.119.100.000;26.565.998.842.700.000;4.706.939.327.999.990.000.000;464.347.731.969.115;3.0;48; ;West;#204;files/app/fcdd1199-c5de-4a48-b7fc-21b5d279e927_image-1505282918784.original.jpg;0;15;1; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Looting; ;1 - full;Looting;Unknown;[01,round,2,0.5, overgrown]; ;files/app/35e92e1f-3861-4b3c-a9c4-59d366a1d83b_image-1505283237121.original.jpg;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;265.660.000;425.139.999
128;1.000.011.505.280.000.000.000.000.000.000.000;8349;Adela Sobotkova;2017-09-13 06:15:18.290 GMT;Adela Sobotkova;2017-09-13 06:15:18 GMT;8349;Burial Mound;Legacy verification;was 9222;Pasture (grassland);Pasture (grassland);Hilltop;42.513.819.865.199.900;26.566.133.747.100.000;4.706.918.811.999.990.000.000;464.358.709.392.862;3.0;49; ;West;#205;files/app/d55d279a-5575-4f0d-820f-8f68a1f56214_image-1505283360968.original.jpg;0;17; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Looting; ;1 - full;Looting;Unknown;[01,round,2,0.7, overgrown with modern tiles]; ; ;1454;1,00E+18;203522;Samuel Riley;2017-09-21 12:41:36.497 GMT;Samuel Riley;2017-09-21 12:41:36 GMT;203522;Samuel Riley;2017-09-21 15:41:24+03:00;425.135.590.838.189;265.664.295.078.621;470.688.973.087.596;464.382.857.543.909; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;8349;15;265.660.992;425.138.016
129;1.000.011.505.280.000.000.000.000.000.000.000;8350;Adela Sobotkova;2017-09-13 06:22:59.080 GMT;Adela Sobotkova;2017-09-13 06:27:29 GMT;8350;Burial Mound;Legacy verification;was 9226;Pasture (grassland);Pasture (grassland);Hilltop;42.514.024.303.799.900;26.564.549.808.900.000;4.706.942.179.999.990.000.000;464.228.708.245.432;3.0;50; ;Northwest;#206;files/app/3ad83d2c-1cb4-4b54-9e5a-fe0eda7096c5_image-1505283810603.original.jpg;0;18; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Post-depositional; ;1 - full;Topographic or post-depositional;None;[01,round,3,0.6, overgrown]; ;files/app/a73895fc-fe46-4d20-8752-a7d1ca0742fe_image-1505284037965.original.jpg;1446;1,00E+18;203520;Samuel Riley;2017-09-21 12:40:51.850 GMT;Samuel Riley;2017-09-21 12:40:51 GMT;203520;Samuel Riley;2017-09-21 15:40:41+03:00;425.140.691.922.811;265.641.274.706.743;470.694.734.249.895;464.194.039.635.488; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21-09-2017; ; ; ; ;8350;top;265.646.000;425.139.999
130;1.000.011.505.290.000.000.000.000.000.000.000;8351;Adela Sobotkova;2017-09-13 06:46:50.801 GMT;Adela Sobotkova;2017-09-13 06:54:39 GMT;8351;Burial Mound;Legacy verification;hilltop mound with geodetic marker, was 9227;Scrub;Pasture (grassland);Hilltop;42.512.402.657.700.000;26.553.103.926.199.900;4.706.767.006.000.000.000.000;463.287.502.946.362;3.0;51;164.1;Southwest;#211-213;files/app/d60ab4e0-4ab9-467b-8466-1fb19c641ae6_image-1505285242946.original.jpg;3;30; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Post-depositional;looting;1 - full;Looting;Last month;"[01,rect,3,2,1,fresh RT on top of mound;02, crescent,10,7,2,old overgrown Rt]"; ;files/app/4d50ad7f-2750-4d7f-9787-1e4ee6bd7206_image-1505285665439.original.jpg;1441;1,00E+18;203518;Samuel Riley;2017-09-21 12:39:59.239 GMT;Samuel Riley;2017-09-21 12:40:12 GMT;203518;Samuel Riley;2017-09-21 15:39:46+03:00; ; ; ; ; ;Mound;Hairy black diamond with a dot inside;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;8351;top;265.531.006;425.124.016
131;1.000.011.505.290.000.000.000.000.000.000.000;8352;Adela Sobotkova;2017-09-13 07:39:34.071 GMT;Adela Sobotkova;2017-09-13 07:39:34 GMT;8352;Burial Mound;Legacy verification;was 9258;Annual agriculture;Annual agriculture;Upper slope;42.504.520.855.499.900;26.539.493.786.700.000;4.705.897.801.000.000.000.000;462.164.675.251.656;3.0;52; ;South;#239;files/app/3b9f7221-2bce-49fa-a083-654f0d035f99_image-1505288373098.original.jpg;0;24; ; ; ;0.000000000000000;0.000000000000000; ; ;some Roman red fineware rims in vicinity;No; ; ;2 - minor damage;Agriculture;dirt road goes through;3 - impaired;Agriculture;Last month; ; ; ;1487;1,00E+18;203537;Samuel Riley;2017-09-21 12:52:22.055 GMT;Samuel Riley;2017-09-21 12:52:22 GMT;203537;Samuel Riley;2017-09-21 15:52:08+03:00;425.043.884.653.402;265.392.095.528.319;470.588.322.775.759;462.141.242.587.309; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;8352;top;265.394.993;425.045.013
132;1.000.011.505.290.000.000.000.000.000.000.000;8353;Adela Sobotkova;2017-09-13 07:44:58.563 GMT;Adela Sobotkova;2017-09-13 07:52:01 GMT;8353;Burial Mound;Legacy verification;was  9257, local maximum;Annual agriculture;Pasture (grassland);Hilltop (local maximum);42.503.943.317.100.000;26.539.384.714.099.900;4.705.833.720.999.990.000.000;462.155.365.455.274;3.0;53; ;Southwest; ;files/app/bbf36f8c-5fe6-4593-9260-39544ef81e18_image-1505288778637.original.jpg;0;25; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Looting;agriculture;2 - good;Looting;Unknown;"[01,round,4,1,on top in the centre;02,2,1,1,see side]"; ;files/app/d68bcd80-e55a-4ff9-9adf-2cf0a3ef691d_image-1505289107015.original.jpg;1486;1,00E+18;203536;Samuel Riley;2017-09-21 12:51:58.184 GMT;Samuel Riley;2017-09-21 12:51:58 GMT;203536;Samuel Riley;2017-09-21 15:51:47+03:00;425.037.616.785.097;265.388.035.552.223;470.581.381.133.264;462.107.507.054.106; ;Mound;Hairy brown circle;TopomapRU 1:50k; ;Y;21-09-2017; ; ; ; ;8353;top;265.394.001;425.038.986
133;1.000.011.505.290.000.000.000.000.000.000.000;8354;Adela Sobotkova;2017-09-13 08:27:35.647 GMT;Adela Sobotkova;2017-09-13 08:27:35 GMT;8354;Burial Mound;Legacy verification; ;Perennial agriculture (e.g orchard or vineyard);Pasture (grassland);Hilltop;42.507.033.752.200.000;26.554.611.007.599.900;4.706.170.196.999.990.000.000;463.408.178.361.475;3.0;54; ;Northeast;#241;files/app/fceec07d-01c8-47e1-b661-ab471385b697_image-1505291389296.original.jpg;1;20; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;2 - minor damage;Road cut;age and tiny looting(1m shallow hole);3 - impaired;Infrastructure;Unknown; ; ; ;1440;1,00E+18;203517;Samuel Riley;2017-09-21 12:39:40.140 GMT;Samuel Riley;2017-09-21 12:39:40 GMT;203517;Samuel Riley;2017-09-21 15:39:30+03:00; ; ; ; ; ;Mound;Hairy brown circle;TopomapRU 1:50k;3;Y;21-09-2017; ; ; ; ;8354;top;265.545.998;425.070.000
134;1.000.011.505.290.000.000.000.000.000.000.000;8355;Adela Sobotkova;2017-09-13 08:33:33.208 GMT;Adela Sobotkova;2017-09-13 08:38:27 GMT;8355;Burial Mound;Survey;200231, new mound;Perennial agriculture (e.g orchard or vineyard);Scrub;Hilltop;42.507.334.152.600.000;26.554.503.633.700.000;4.706.203.599.000.000.000.000;46.339.953.207.899;3.0;55; ;North;#242;files/app/5e139eaa-e4b5-408d-8eb8-a0a7322bffcb_image-1505291652065.original.jpg;2;26; ; ; ;0.000000000000000;0.000000000000000; ; ;modern rubble;No; ; ;2 - minor damage;Other (refuse); ;2 - good;Urban development;Unknown; ;modern construction debris piled on top, picture in the next mound; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;265.545.006;425.073.013
135;1.000.011.505.290.000.000.000.000.000.000.000;8356;Adela Sobotkova;2017-09-13 08:39:31.821 GMT;Adela Sobotkova;2017-09-13 08:44:15 GMT;8356;Burial Mound;Survey; ;Perennial agriculture (e.g orchard or vineyard);Pasture (grassland);Hilltop;42.507.173.315.700.000;26.555.126.268.799.900;4.706.185.470.999.990.000.000;4.634.505.920.516;3.0;56; ;East; ;files/app/3544119b-c8b6-4642-902e-a7f0a925a49a_image-1505291997175.original.jpg;2;26; ;20; ;0.000000000000000;0.000000000000000; ; ; ;No;todor thinks Roman; ;1 - pristine;Looting; ;1 - full;Looting;Unknown;[01,round,1.5,0.5]; ;files/app/50db04b7-a48a-4cd4-aa8d-921ec783d6e4_image-1505292236147.original.jpg;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;265.550.995;425.071.983
136;1.000.011.505.290.000.000.000.000.000.000.000;8357;Adela Sobotkova;2017-09-13 09:25:19.865 GMT;Adela Sobotkova;2017-09-13 09:25:19 GMT;8357;Burial Mound;Legacy verification;large mound with geodetic marker;Pasture (grassland);Pasture (grassland);Hilltop;42.509.099.788.900.000;26.576.344.369.200.000;4.706.390.457.000.000.000.000;465.194.875.233.536;3.0;57;195.2;Southeast;#253;files/app/e73d4434-568b-46f0-9ff4-4e5d081edaf5_image-1505294737269.original.jpg;3;32;2; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;1 - pristine;No observation; ;1 - full;None;None; ; ; ;1460;1,00E+18;203524;Samuel Riley;2017-09-21 12:42:54.484 GMT;Samuel Riley;2017-09-21 12:42:54 GMT;203524;Samuel Riley;2017-09-21 15:42:40+03:00;425.089.441.673.128;265.758.945.407.127;470.637.336.214.671;465.157.833.406.318; ;Mound;Hairy black triangle with a dot inside;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;8357;top;265.762.997;425.091.019
137;1.000.011.505.300.000.000.000.000.000.000.000;8358;Adela Sobotkova;2017-09-13 10:09:56.328 GMT;Adela Sobotkova;2017-09-13 10:09:56 GMT;8358;Extinct Burial Mound;Legacy verification;extinct mound with a extensive pottery scatter;Annual agriculture;Annual agriculture;Lower slope;42.508.898.866.000.000;26.562.919.147.500.000;4.706.373.745.000.000.000.000;464.091.818.886.941;3.0;58; ;East;#259-260;files/app/fc1bcd00-dd08-4951-9fd4-25dc7af6671e_image-1505297645631.original.jpg;0;0; ; ; ;0.000000000000000;0.000000000000000; ;Artefact scatter;fw red thin and medium thick walled pottery, lots of red stone, bricks and tile within ashy unit;Yes; ;files/app/b68b5ffd-91ac-4c8f-b27e-80e291289bbc_image-1505297784845.original.jpg;5 - extinct or near extinct;Agriculture; ;5- none or nearly none;Agriculture;Last month; ; ; ;1444;1,00E+18;203519;Samuel Riley;2017-09-21 12:40:28.921 GMT;Samuel Riley;2017-09-21 12:40:28 GMT;203519;Samuel Riley;2017-09-21 15:40:17+03:00;425.085.152.399.857;265.623.135.535.786;470.633.140.441.724;464.041.846.626.339; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;8358;top;265.629.005;425.088.997
138;1.000.011.505.300.000.000.000.000.000.000.000;8359;Adela Sobotkova;2017-09-13 10:40:53.312 GMT;Adela Sobotkova;2017-09-13 10:40:53 GMT;8359;Uncertain Mound;Survey;uncertain due to refuse ditch but has a geodetic point;Scrub;Pasture (grassland);Hilltop;42.508.832.056.599.900;26.580.929.070.500.000;4.706.358.856.999.990.000.000;465.571.381.750.203;3.0;60; ;East;#262;files/app/5b766102-3f66-414b-ad55-256732d15709_image-1505299262745.original.jpg;0;23; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;1 - pristine;Post-depositional; ;2 - good;Topographic or post-depositional;Unknown; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;265.809.002;425.088.005
139;1.000.011.505.370.000.000.000.000.000.000.000;8360;Adela Sobotkova;2017-09-14 05:39:15.698 GMT;Adela Sobotkova;2017-09-14 05:39:15 GMT;8360;Burial Mound;Survey;south of the road btw Lozenetz and Venetz, not in the map;Annual agriculture;Annual agriculture;Lower slope;42.640.508.912.300.000;26.740.486.526.000.000;4.720.927.819.000.000.000.000;478.724.581.637.506;3.0;61; ;East;#273;files/app/daf6cb5b-4752-4595-be5e-3a3d6abdc9cd_image-1505367560160.original.jpg;0;40;1; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;267.404.995;426.404.991
140;1.000.011.505.370.000.000.000.000.000.000.000;8361;Adela Sobotkova;2017-09-14 05:54:53.673 GMT;Adela Sobotkova;2017-09-14 05:54:53 GMT;8361;Burial Mound;Survey;possibly excavated mound south of road, not in the map;Annual agriculture;Annual agriculture;Lower slope;42.639.430.844.600.000;26.737.831.392.200.000;4.720.808.780.000.000.000.000;478.506.537.435.267;3.0;62; ;Southwest;#274;files/app/f2486eff-13ff-4481-b18c-ac067830be6a_image-1505368492902.original.jpg;0;50; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;4 - seriously damaged;Excavation;agriculture;4 - minimal (already excavated);Infrastructure (possibly exvavated);Other (2012 survey of joining gas pipeline); ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;267.378.006;426.394.005
141;1.000.011.505.370.000.000.000.000.000.000.000;8362;Adela Sobotkova;2017-09-14 06:17:45.855 GMT;Adela Sobotkova;2017-09-14 06:22:41 GMT;8362;Burial Mound;Legacy verification;right next to the road;Perennial agriculture (e.g orchard or vineyard);Scrub;Lower slope;42.640.891.194.700.000;26.728.268.962.800.000;4.720.973.412.999.990.000.000;477.723.097.842.138;3.0;63; ;East;#275;files/app/67f632c8-8c47-4a99-9bac-d5c2d89b6b80_image-1505369896856.original.jpg;0;35;3.0; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Road cut; ;3 - impaired;Topographic or post-depositional;Unknown; ;south side cut away due to road; ;1106;1,00E+18;203385;Samuel Riley;2017-09-21 10:12:20.296 GMT;Samuel Riley;2017-09-21 10:12:20 GMT;203385;Samuel Riley;2017-09-21 13:12:07+03:00;426.406.833.092.897;267.284.722.856.417;47.209.502.759.962;477.739.692.450.315; ;Mound;Hairy brown circle;TopomapRU 1:50k;4;Y;21-09-2017; ; ; ; ;8362;top;267.283.001;426.408.997
142;1.000.011.505.370.000.000.000.000.000.000.000;8363;Adela Sobotkova;2017-09-14 06:27:08.378 GMT;Adela Sobotkova;2017-09-14 06:27:08 GMT;8363;Burial Mound;Legacy verification;north of road with geodetic marker;Perennial agriculture (e.g orchard or vineyard);Scrub;Upper slope;42.642.041.792.199.900;26.727.372.190.200.000;4.721.101.413.999.990.000.000;477.649.990.912.826;3.0;64; ;Northwest;#278;files/app/fefd7965-f69b-469e-b523-f4ccd0586299_image-1505370430473.original.jpg;4;35; ; ; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;1 - pristine;Post-depositional; ;1 - full;Animal activity;Unknown; ; ; ;1091;1,00E+18;203377;Samuel Riley;2017-09-21 10:08:25.500 GMT;Samuel Riley;2017-09-21 10:08:25 GMT;203377;Samuel Riley;2017-09-21 13:08:15+03:00;426.420.847.333.485;267.274.374.340.494;472.110.616.499.315;477.655.354.966.244; ;Mound;Hairy black triangle with a dot inside;TopomapRU 1:50k;5;Y;21-09-2017; ; ; ; ;8363;top;267.273.998;426.419.983
143;1.000.011.505.370.000.000.000.000.000.000.000;8364;Adela Sobotkova;2017-09-14 06:42:35.865 GMT;Adela Sobotkova;2017-09-14 06:42:35 GMT;8364;Burial Mound;Legacy verification;mound in ploughed field;Annual agriculture;Annual agriculture;Lower slope;42.642.553.695.899.900;26.735.923.371.799.900;4.721.156.031.999.990.000.000;478.351.194.094.103;3.0;65; ;East;#280-282;files/app/77ea1bc9-e72f-4139-a0b2-46821480ddb5_image-1505371653997.original.jpg;0;30; ; ; ;0.000000000000000;0.000000000000000; ; ;naturally stony soil;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;1094;1,00E+18;203378;Samuel Riley;2017-09-21 10:09:05.094 GMT;Samuel Riley;2017-09-21 10:09:05 GMT;203378;Samuel Riley;2017-09-21 13:08:53+03:00;426.423.777.462.305;267.360.766.212.983;47.211.364.553.812;478.363.696.412.212; ;Mound;Hairy brown circle;TopomapRU 1:50k;2;Y;21-09-2017; ; ; ; ;8364;top;267.359.009;426.426.010
144;1.000.011.505.370.000.000.000.000.000.000.000;8365;Adela Sobotkova;2017-09-14 06:49:02.997 GMT;Adela Sobotkova;2017-09-14 06:49:02 GMT;8365;Burial Mound;Survey; ;Annual agriculture;Annual agriculture;Lower slope;42.642.683.924.400.000;26.736.600.958.099.900;4.721.170.320.000.000.000.000;478.406.787.179.113;3.0;66; ;East;#283-284;files/app/9f2af3ff-c913-4a95-8e3c-1affcaa4373d_image-1505371742359.original.jpg;0;35;0.5;30; ;0.000000000000000;0.000000000000000; ; ; ;No; ; ;3 - damaged;Agriculture; ;3 - impaired;Agriculture;Last month; ; ; ;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0; ;267.366.009;426.427.002
